   100,0.051000
   200,0.094000
   300,0.536000
   400,1.047000
   500,0.810000
   600,0.840000
   700,1.771000
   800,3.996000
   900,3.850000
  1000,4.390000
  1100,3.278000
  1200,5.583000
  1300,4.551000
  1400,5.299000
  1500,5.740000
  1600,6.970000
  1700,8.887000
  1800,8.314000
  1900,9.929000
  2000,11.285000
  2100,11.448000
  2200,13.565000
  2300,14.545000
  2400,15.955000
  2500,15.706000
  2600,18.500000
  2700,20.385000
  2800,20.534000
  2900,23.438999
  3000,24.215000
  3100,26.934999
  3200,26.611000
  3300,31.080999
  3400,30.740999
  3500,32.049000
  3600,34.841000
  3700,37.924000
  3800,39.783001
  3900,43.300999
  4000,45.924999
  4100,44.272999
  4200,49.242001
  4300,52.477001
  4400,51.993999
  4500,56.699001
  4600,58.908001
  4700,58.980999
  4800,62.207001
  4900,68.113998
  5000,72.226997
  5100,71.606003
  5200,75.096001
  5300,79.764999
  5400,80.194000
  5500,85.602997
  5600,89.027000
  5700,90.160004
  5800,92.889000
  5900,95.323997
  6000,104.716003
  6100,104.972000
  6200,105.626999
  6300,109.521004
  6400,114.471001
  6500,116.139999
  6600,123.855003
  6700,125.753998
  6800,126.583000
  6900,131.447006
  7000,140.339005
  7100,131.059998
  7200,147.207001
  7300,154.434006
  7400,151.666000
  7500,148.916000
  7600,153.404007
  7700,161.895004
  7800,169.770004
  7900,167.908997
  8000,179.376007
  8100,180.684006
  8200,175.751999
  8300,190.951996
  8400,196.160004
  8500,205.656006
  8600,204.238007
  8700,216.203995
  8800,211.539001
  8900,227.287994
  9000,231.134003
  9100,266.842987
  9200,241.404999
  9300,247.677994
  9400,234.811005
  9500,249.554001
  9600,245.774994
  9700,253.904007
  9800,266.135010
  9900,263.851990
 10000,275.040009
 10100,286.110992
 10200,282.851990
 10300,300.002991
 10400,295.352997
 10500,300.890991
 10600,314.721985
 10700,320.619995
 10800,325.683990
 10900,342.417999
 11000,341.929993
 11100,334.507996
 11200,347.950989
 11300,377.915009
 11400,378.682007
 11500,361.230988
 11600,386.050995
 11700,387.136993
 11800,408.450989
 11900,435.718994
 12000,403.571991
 12100,407.742004
 12200,420.313995
 12300,424.825989
 12400,438.382996
 12500,443.290009
 12600,437.022003
 12700,446.727997
 12800,448.687988
 12900,454.662994
 13000,473.563995
 13100,467.527008
 13200,478.527008
 13300,479.622009
 13400,500.109009
 13500,502.977997
 13600,496.933990
 13700,545.487976
 13800,528.278992
 13900,532.757019
 14000,573.098999
 14100,565.223022
 14200,556.395996
 14300,569.895020
 14400,575.387024
 14500,589.518982
 14600,581.224976
 14700,607.742981
 14800,619.556030
 14900,614.354004
 15000,620.275024
 15100,639.606018
 15200,635.479980
 15300,654.791992
 15400,641.697021
 15500,672.606018
 15600,666.968994
 15700,669.377991
 15800,681.057007
 15900,688.768005
 16000,721.742004
 16100,703.450012
 16200,738.648010
 16300,718.395996
 16400,716.421997
 16500,742.041016
 16600,765.356995
 16700,751.776001
 16800,765.190979
 16900,793.687988
 17000,809.224976
 17100,825.270020
 17200,827.927002
 17300,839.890015
 17400,829.700989
 17500,868.443970
 17600,853.429016
 17700,867.369995
 17800,887.080017
 17900,888.031006
 18000,884.278015
 18100,884.784973
 18200,894.364014
 18300,933.258972
 18400,948.505005
 18500,926.521973
 18600,932.489014
 18700,959.065979
 18800,953.659973
 18900,973.504028
 19000,968.890015
 19100,975.218018
 19200,1024.250977
 19300,995.247986
 19400,1043.939941
 19500,1026.395996
 19600,1025.078979
 19700,1056.688965
 19800,1059.958984
 19900,1077.104980
 20000,1098.987061
 20100,1130.905029
 20200,1109.699951
 20300,1119.437988
 20400,1132.553955
 20500,1144.957031
 20600,1159.467041
 20700,1165.781006
 20800,1193.540039
 20900,1159.545044
 21000,1210.635010
 21100,1218.780029
 21200,1229.609985
 21300,1248.985962
 21400,1279.209961
 21500,1264.264038
 21600,1263.380005
